NM_UE;NR_CANDIDATO;NM_CANDIDATO;DS_SITUACAO_CANDIDATURA;DS_DETALHE_SITUACAO_CAND;TP_AGREMIACAO;NR_PARTIDO;SG_PARTIDO;NM_PARTIDO;NM_COLIGACAO;DS_COMPOSICAO_COLIGACAO;DT_NASCIMENTO;DS_GENERO;DS_GRAU_INSTRUCAO;DS_ESTADO_CIVIL;DS_COR_RACA;DS_OCUPACAO;DS_SIT_TOT_TURNO
CURITIBA;55550;ALESSANDRA BIANECK;APTO;DEFERIDO;PARTIDO ISOLADO;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;PARTIDO ISOLADO;PSD;17/08/1978 00:00;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;ADMINISTRADOR;SUPLENTE
CURITIBA;14018;NEILA HELLEN DE SOUZA;INAPTO;INDEFERIDO;PARTIDO ISOLADO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;PARTIDO ISOLADO;PTB;31/03/1978 00:00;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;EMPRESÁRIO;#NULO#
CURITIBA;27444;FERNANDO JOSÉ RODRIGUES DE OLIVEIRA;APTO;DEFERIDO;PARTIDO ISOLADO;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;PARTIDO ISOLADO;PSDC;08/07/1967 00:00;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);BRANCA;COMERCIANTE;SUPLENTE
CURITIBA;19200;ARILDO OLIVEIRA MELO;APTO;DEFERIDO;PARTIDO ISOLADO;19;PTN;PARTIDO TRABALHISTA NACIONAL;PARTIDO ISOLADO;PTN;23/02/1963 00:00;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);BRANCA;EMPRESÁRIO;SUPLENTE
CURITIBA;70777;VERA LUCIA DUTRA;APTO;DEFERIDO;COLIGAÇÃO;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;Curitiba melhor;PSDB / PT do B;29/06/1953 00:00;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;OUTROS;SUPLENTE
CURITIBA;12640;JOSE ORTIZ LINS;APTO;DEFERIDO;COLIGAÇÃO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;PDT-PRB;PDT / PRB;01/07/1963 00:00;MASCULINO;ENSINO MÉDIO INCOMPLETO;CASADO(A);BRANCA;OUTROS;ELEITO POR QP
CURITIBA;55655;REGINALDO APARECIDO ANANIAS;APTO;DEFERIDO;PARTIDO ISOLADO;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;PARTIDO ISOLADO;PSD;22/11/1973 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;EMPRESÁRIO;SUPLENTE
CURITIBA;31555;CLEVERSON RICARDO BAGGIO;APTO;DEFERIDO;PARTIDO ISOLADO;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;PARTIDO ISOLADO;PHS;26/09/1976 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;TAXISTA;NÃO ELEITO
CURITIBA;45222;ELENIR REIS DOS SANTOS MUNHOZ;APTO;DEFERIDO;COLIGAÇÃO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;Curitiba melhor;PSDB / PT do B;22/12/1960 00:00;FEMININO;ENSINO MÉDIO INCOMPLETO;CASADO(A);BRANCA;EMPRESÁRIO;SUPLENTE
CURITIBA;23321;FERNANDO VERDI;APTO;DEFERIDO;PARTIDO ISOLADO;23;PPS;PARTIDO POPULAR SOCIALISTA;PARTIDO ISOLADO;PPS;25/02/1984 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;EMPRESÁRIO;SUPLENTE
CURITIBA;20120;CARLOS VICTOR GUERRA NAGEM;APTO;DEFERIDO;PARTIDO ISOLADO;20;PSC;PARTIDO SOCIAL CRISTÃO;PARTIDO ISOLADO;PSC;06/03/1965 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ADMINISTRADOR;SUPLENTE
CURITIBA;90100;DANIELLA BLANC PIERRI MARQUES;APTO;DEFERIDO;PARTIDO ISOLADO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;PARTIDO ISOLADO;PROS;09/04/1976 00:00;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;PROFESSOR DE ENSINO FUNDAMENTAL;SUPLENTE
CURITIBA;55200;HENRIQUE CARDOSO DOS SANTOS;INAPTO;INDEFERIDO;PARTIDO ISOLADO;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;PARTIDO ISOLADO;PSD;18/02/1970 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ADVOGADO;NÃO ELEITO
CURITIBA;51555;HEICO SILVA;APTO;DEFERIDO;PARTIDO ISOLADO;51;PEN;PARTIDO ECOLÓGICO NACIONAL;PARTIDO ISOLADO;PEN;24/03/1965 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;BANCÁRIO E ECONOMIÁRIO;NÃO ELEITO
CURITIBA;30033;RODRIGO MARCIAL LEDRA RIBEIRO;APTO;DEFERIDO;PARTIDO ISOLADO;30;NOVO;PARTIDO NOVO;PARTIDO ISOLADO;NOVO;09/11/1993 00:00;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;ECONOMISTA;NÃO ELEITO
CURITIBA;31021;BEN HUR RODRIGUES;APTO;DEFERIDO;PARTIDO ISOLADO;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;PARTIDO ISOLADO;PHS;09/11/1965 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;OUTROS;NÃO ELEITO
CURITIBA;43888;JOÃO CARLOS PINHEIRO;APTO;DEFERIDO;PARTIDO ISOLADO;43;PV;PARTIDO VERDE;PARTIDO ISOLADO;PV;14/10/1983 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS;SUPLENTE
CURITIBA;33000;LUCIDIO ROSSET;APTO;DEFERIDO;COLIGAÇÃO;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;CURITIBA, INOVAÇÃO E AMOR - PMN - PSB  e DEM;PMN / PSB / DEM;10/03/1965 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;COMERCIANTE;SUPLENTE
CURITIBA;90819;DANIEL GAIER SANCHES;APTO;DEFERIDO;PARTIDO ISOLADO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;PARTIDO ISOLADO;PROS;21/09/1989 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;EMPRESÁRIO;SUPLENTE
CURITIBA;19956;CLAUDIO THOZOLINO;APTO;DEFERIDO;PARTIDO ISOLADO;19;PTN;PARTIDO TRABALHISTA NACIONAL;PARTIDO ISOLADO;PTN;23/07/1956 00:00;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);BRANCA;COMERCIANTE;SUPLENTE
CURITIBA;44;RICARDO VILARINHO DA COSTA;INAPTO;INDEFERIDO;PARTIDO ISOLADO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;PARTIDO ISOLADO;PRP;29/08/1978 00:00;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);BRANCA;ESCRITOR E CRÍTICO;NÃO ELEITO
CURITIBA;44544;VALERIO CAVALHEIRO;APTO;DEFERIDO;PARTIDO ISOLADO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;PARTIDO ISOLADO;PRP;28/05/1951 00:00;MASCULINO;SUPERIOR INCOMPLETO;DIVORCIADO(A);PARDA;COMERCIANTE;SUPLENTE
CURITIBA;11000;LISIANE DA CUNHA SELL;APTO;DEFERIDO;COLIGAÇÃO;11;PP;PARTIDO PROGRESSISTA;VEREADORES RENOVA CURITIBA;PP / PR / PMB;24/11/1967 00:00;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;PSICÓLOGO;SUPLENTE
CURITIBA;90322;ANA PAULA FAVARO;APTO;DEFERIDO;PARTIDO ISOLADO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;PARTIDO ISOLADO;PROS;20/04/1978 00:00;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;OUTROS;SUPLENTE
CURITIBA;90284;EDILSON CARLOS MACHADO;APTO;DEFERIDO;PARTIDO ISOLADO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;PARTIDO ISOLADO;PROS;05/06/1962 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;PROFESSOR DE ENSINO SUPERIOR;SUPLENTE
CURITIBA;51115;ADEMIR ERNANDES RIBEIRO;APTO;DEFERIDO;PARTIDO ISOLADO;51;PEN;PARTIDO ECOLÓGICO NACIONAL;PARTIDO ISOLADO;PEN;12/10/1981 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;TÉCNICO DE ELETRICIDADE, ELETRÔNICA E TELECOMUNICAÇÕES;NÃO ELEITO
CURITIBA;77077;SERGIO DOS SANTOS PINHEIRO;APTO;DEFERIDO;PARTIDO ISOLADO;77;SD;SOLIDARIEDADE;PARTIDO ISOLADO;SD;17/09/1958 00:00;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);BRANCA;MOTORISTA PARTICULAR;SUPLENTE
CURITIBA;51234;DANIEL FERREIRA DE SOUZA;INAPTO;INDEFERIDO;PARTIDO ISOLADO;51;PEN;PARTIDO ECOLÓGICO NACIONAL;PARTIDO ISOLADO;PEN;23/06/1968 00:00;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;SEPARADO(A) JUDICIALMENTE;PARDA;TRABALHADOR DE CONSTRUÇÃO CIVIL;#NULO#
CURITIBA;43643;PÉRES KREITCHMANN JÚNIOR;APTO;DEFERIDO;PARTIDO ISOLADO;43;PV;PARTIDO VERDE;PARTIDO ISOLADO;PV;15/07/1974 00:00;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;PROFESSOR DE ENSINO SUPERIOR;SUPLENTE
CURITIBA;43193;MILENA MIRANDA DA SILVA;APTO;DEFERIDO;PARTIDO ISOLADO;43;PV;PARTIDO VERDE;PARTIDO ISOLADO;PV;25/03/1983 00:00;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;EMPRESÁRIO;SUPLENTE
CURITIBA;43360;AGNALDO FERNANDES DE SOUZA;APTO;DEFERIDO;PARTIDO ISOLADO;43;PV;PARTIDO VERDE;PARTIDO ISOLADO;PV;23/10/1966 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;COMERCIANTE;SUPLENTE
CURITIBA;15;JORGE LUIZ BERNARDI;APTO;DEFERIDO;COLIGAÇÃO;18;REDE;REDE SUSTENTABILIDADE;CTBA  JUSTA E SUSTENTAVEL;PMDB / REDE;08/03/1956 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;VEREADOR;NÃO ELEITO
CURITIBA;90925;JOHNATHAN LUIZ VALERA;APTO;DEFERIDO;PARTIDO ISOLADO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;PARTIDO ISOLADO;PROS;21/05/1985 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;EMPRESÁRIO;SUPLENTE
CURITIBA;45377;MAURICIO NEVES GERONASSO;APTO;DEFERIDO;COLIGAÇÃO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;Curitiba melhor;PSDB / PT do B;08/01/1977 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS;SUPLENTE
CURITIBA;23000;DIOGO NASCIMENTO BUSSE;APTO;DEFERIDO;PARTIDO ISOLADO;23;PPS;PARTIDO POPULAR SOCIALISTA;PARTIDO ISOLADO;PPS;03/05/1983 00:00;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;PROFESSOR DE ENSINO SUPERIOR;SUPLENTE
CURITIBA;15555;CYNTIA ZANATA MIRANDA;INAPTO;RENÚNCIA;COLIGAÇÃO;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;CURITIBA JUSTA E SUSTENTAVEL;PMDB / REDE;09/12/1977 00:00;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ADMINISTRADOR;NÃO ELEITO
CURITIBA;44050;EVANI APARECIDA CALDAS DE LIMA;INAPTO;INDEFERIDO;PARTIDO ISOLADO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;PARTIDO ISOLADO;PRP;22/04/1966 00:00;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;OUTROS;NÃO ELEITO
CURITIBA;51000;JORGE BEZERRA DE LOIOLA;INAPTO;INDEFERIDO;PARTIDO ISOLADO;51;PEN;PARTIDO ECOLÓGICO NACIONAL;PARTIDO ISOLADO;PEN;27/12/1961 00:00;MASCULINO;SUPERIOR INCOMPLETO;SEPARADO(A) JUDICIALMENTE;BRANCA;JORNALISTA E REDATOR;#NULO#
CURITIBA;50029;ANGELA ALVES MACHADO;APTO;DEFERIDO;COLIGAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;Frente de Esquerda;PSOL / PCB;11/07/1977 00:00;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;PROFESSOR DE ENSINO MÉDIO;NÃO ELEITO
CURITIBA;90567;VALTER TADEO DOS SANTOS;APTO;DEFERIDO;PARTIDO ISOLADO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;PARTIDO ISOLADO;PROS;17/04/1968 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;COMERCIANTE;SUPLENTE
CURITIBA;20030;NORMA ALMEIDA PAULO;APTO;DEFERIDO;PARTIDO ISOLADO;20;PSC;PARTIDO SOCIAL CRISTÃO;PARTIDO ISOLADO;PSC;13/12/1949 00:00;FEMININO;ENSINO FUNDAMENTAL COMPLETO;VIÚVO(A);BRANCA;COMERCIANTE;SUPLENTE
CURITIBA;14135;LUIS FELIPE DUARTE;APTO;DEFERIDO;PARTIDO ISOLADO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;PARTIDO ISOLADO;PTB;01/07/1989 00:00;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;ADVOGADO;SUPLENTE
CURITIBA;90070;JOSÉ APARECIDO DA SILVA;INAPTO;INDEFERIDO;PARTIDO ISOLADO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;PARTIDO ISOLADO;PROS;25/06/1970 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS;#NULO#
CURITIBA;22622;ALETEIA FERREIRA SANTANA;APTO;DEFERIDO;COLIGAÇÃO;22;PR;PARTIDO DA REPÚBLICA;VEREADORES RENOVA CURITIBA;PP / PR / PMB;22/01/1975 00:00;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;OUTROS;SUPLENTE
CURITIBA;23437;DIONE VOSCH;APTO;DEFERIDO;PARTIDO ISOLADO;23;PPS;PARTIDO POPULAR SOCIALISTA;PARTIDO ISOLADO;PPS;12/03/1967 00:00;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;PROFESSOR DE ENSINO MÉDIO;SUPLENTE
CURITIBA;23444;HERIVELTO ALVES DE OLIVEIRA;APTO;DEFERIDO;PARTIDO ISOLADO;23;PPS;PARTIDO POPULAR SOCIALISTA;PARTIDO ISOLADO;PPS;24/09/1963 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PRETA;JORNALISTA E REDATOR;SUPLENTE
CURITIBA;33433;ANTONIO CARLOS DA SILVA FIGUEIREDO;APTO;DEFERIDO;COLIGAÇÃO;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;CURITIBA, INOVAÇÃO E AMOR - PMN - PSB  e DEM;PMN / PSB / DEM;13/06/1951 00:00;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;MILITAR REFORMADO;SUPLENTE
CURITIBA;90400;JOSE LEME DO PRADO JUNIOR;APTO;DEFERIDO;PARTIDO ISOLADO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;PARTIDO ISOLADO;PROS;12/12/1958 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL;SUPLENTE
CURITIBA;19300;CLAUDECI DA SILVA;APTO;DEFERIDO;PARTIDO ISOLADO;19;PTN;PARTIDO TRABALHISTA NACIONAL;PARTIDO ISOLADO;PTN;20/09/1968 00:00;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);BRANCA;EMPRESÁRIO;SUPLENTE
CURITIBA;43143;ULYSSES MOREIRA DE SOUSA;APTO;DEFERIDO;PARTIDO ISOLADO;43;PV;PARTIDO VERDE;PARTIDO ISOLADO;PV;23/12/1982 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PRETA;EMPRESÁRIO;SUPLENTE
CURITIBA;45909;VILMA DO ROCIO COELHO;APTO;DEFERIDO;COLIGAÇÃO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;Curitiba melhor;PSDB / PT do B;27/08/1966 00:00;FEMININO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);BRANCA;SERVIDOR PÚBLICO MUNICIPAL;SUPLENTE
CURITIBA;44034;VALMIR CORDEIRO DE ALMEIDA;INAPTO;INDEFERIDO;PARTIDO ISOLADO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;PARTIDO ISOLADO;PRP;24/02/1976 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;COMERCIANTE;NÃO ELEITO
CURITIBA;50321;JUNIA CELLE DA COSTA SILVA;APTO;DEFERIDO;COLIGAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;Frente de Esquerda;PSOL / PCB;26/06/1965 00:00;FEMININO;ENSINO MÉDIO INCOMPLETO;CASADO(A);BRANCA;OUTROS;NÃO ELEITO
CURITIBA;90012;JOÃO MAX VALÉRIO DOS SANTOS;APTO;DEFERIDO;PARTIDO ISOLADO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;PARTIDO ISOLADO;PROS;08/02/1992 00:00;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);PARDA;ADMINISTRADOR;SUPLENTE
CURITIBA;14128;PIERPAOLO PETRUZZIELLO;APTO;DEFERIDO;PARTIDO ISOLADO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;PARTIDO ISOLADO;PTB;27/05/1982 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;VEREADOR;ELEITO POR QP
CURITIBA;19222;ISMAEL MARTINS FAGUNDES;APTO;DEFERIDO;PARTIDO ISOLADO;19;PTN;PARTIDO TRABALHISTA NACIONAL;PARTIDO ISOLADO;PTN;24/11/1956 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;COMERCIANTE;SUPLENTE
CURITIBA;43743;JUAREZ ANTONIO CARDOSO;APTO;DEFERIDO;PARTIDO ISOLADO;43;PV;PARTIDO VERDE;PARTIDO ISOLADO;PV;30/11/1953 00:00;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);BRANCA;EMPRESÁRIO;SUPLENTE
CURITIBA;27023;IVONE COSTA TORCATE;APTO;DEFERIDO;PARTIDO ISOLADO;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;PARTIDO ISOLADO;PSDC;26/01/1970 00:00;FEMININO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);BRANCA;EMPRESÁRIO;SUPLENTE
CURITIBA;43430;GERALDO CARDOSO SOBRINHO;APTO;DEFERIDO;PARTIDO ISOLADO;43;PV;PARTIDO VERDE;PARTIDO ISOLADO;PV;10/07/1957 00:00;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;PROFESSOR DE ENSINO SUPERIOR;SUPLENTE
CURITIBA;51739;WILSON MARCELINO FILHO;APTO;DEFERIDO;PARTIDO ISOLADO;51;PEN;PARTIDO ECOLÓGICO NACIONAL;PARTIDO ISOLADO;PEN;02/06/1954 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ADMINISTRADOR;NÃO ELEITO
CURITIBA;27157;EZEQUIEL DE ALMEIDA;APTO;DEFERIDO;PARTIDO ISOLADO;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;PARTIDO ISOLADO;PSDC;20/10/1964 00:00;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;DIVORCIADO(A);BRANCA;COBRADOR DE TRANSPORTE COLETIVO;SUPLENTE
CURITIBA;27156;GENIVAL DE PAULA DA SILVA;APTO;DEFERIDO;PARTIDO ISOLADO;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;PARTIDO ISOLADO;PSDC;01/05/1976 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;COMERCIANTE;SUPLENTE
CURITIBA;20321;MARCIO GENESIO DE BARROS;APTO;DEFERIDO;PARTIDO ISOLADO;20;PSC;PARTIDO SOCIAL CRISTÃO;PARTIDO ISOLADO;PSC;21/07/1973 00:00;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;JORNALEIRO;SUPLENTE
CURITIBA;54054;LUCIANO PEREIRA MEWES;APTO;DEFERIDO;COLIGAÇÃO;54;PPL;PARTIDO PÁTRIA LIVRE;CURITIBA MAIS FORTE;PTC / PPL / PC do B;22/05/1972 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ADVOGADO;NÃO ELEITO
CURITIBA;19668;ANA DELANE SZMIDT;INAPTO;INDEFERIDO;PARTIDO ISOLADO;19;PTN;PARTIDO TRABALHISTA NACIONAL;PARTIDO ISOLADO;PTN;27/06/1968 00:00;FEMININO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);BRANCA;OUTROS;NÃO ELEITO
CURITIBA;43200;PEDRO HENRIQUE LONDERO DA SILVA LINHARES DE MIRANDA MAYER E BARTH;APTO;DEFERIDO;PARTIDO ISOLADO;43;PV;PARTIDO VERDE;PARTIDO ISOLADO;PV;23/04/1981 00:00;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);BRANCA;EMPRESÁRIO;SUPLENTE
CURITIBA;90321;FABIANO CARRARO;APTO;DEFERIDO;PARTIDO ISOLADO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;PARTIDO ISOLADO;PROS;09/03/1971 00:00;MASCULINO;SUPERIOR COMPLETO;SEPARADO(A) JUDICIALMENTE;BRANCA;EMPRESÁRIO;SUPLENTE
CURITIBA;28056;ENEAS DOS SANTOS ARAUJO;APTO;DEFERIDO;PARTIDO ISOLADO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;PARTIDO ISOLADO;PRTB;13/10/1955 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;OUTROS;NÃO ELEITO
CURITIBA;17200;REINALDO MARQUES DOS SANTOS;APTO;DEFERIDO;PARTIDO ISOLADO;17;PSL;PARTIDO SOCIAL LIBERAL;PARTIDO ISOLADO;PSL;26/11/1972 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;OUTROS;NÃO ELEITO
CURITIBA;36153;JOSE APARECIDO DA SILVA;APTO;DEFERIDO;COLIGAÇÃO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;CURITIBA MAIS FORTE;PTC / PPL / PC do B;30/06/1970 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;SERVIDOR PÚBLICO MUNICIPAL;NÃO ELEITO
CURITIBA;23191;JACOB JOSE DOS SANTOS;APTO;DEFERIDO;PARTIDO ISOLADO;23;PPS;PARTIDO POPULAR SOCIALISTA;PARTIDO ISOLADO;PPS;01/02/1968 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ADVOGADO;SUPLENTE
CURITIBA;12140;OSNI ANTONIO DOS SANTOS;APTO;DEFERIDO;COLIGAÇÃO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;PDT-PRB;PDT / PRB;17/02/1952 00:00;MASCULINO;ENSINO MÉDIO INCOMPLETO;CASADO(A);BRANCA;TORNEIRO MECÂNICO;SUPLENTE
CURITIBA;25100;GERALDO GONÇALVES DOS SANTOS;APTO;DEFERIDO;COLIGAÇÃO;25;DEM;DEMOCRATAS;CURITIBA, INOVAÇÃO E AMOR - PMN - PSB  e DEM;PMN / PSB / DEM;25/05/1956 00:00;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PRETA;LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA;SUPLENTE
CURITIBA;51117;MARLI TURETTI RABELO ANDRADE;APTO;DEFERIDO;PARTIDO ISOLADO;51;PEN;PARTIDO ECOLÓGICO NACIONAL;PARTIDO ISOLADO;PEN;16/09/1954 00:00;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;PROFESSOR DE ENSINO SUPERIOR;NÃO ELEITO
CURITIBA;28030;FRANCIELE SARA BATISTA;INAPTO;INDEFERIDO;PARTIDO ISOLADO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;PARTIDO ISOLADO;PRTB;19/10/1991 00:00;FEMININO;SUPERIOR INCOMPLETO;CASADO(A);BRANCA;OUTROS;NÃO ELEITO
CURITIBA;43777;MARIA ISABEL FRANCISCA LACERDA DO AMARAL SIMONA;APTO;DEFERIDO;PARTIDO ISOLADO;43;PV;PARTIDO VERDE;PARTIDO ISOLADO;PV;12/09/1962 00:00;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ENGENHEIRO;SUPLENTE
CURITIBA;45001;ROSÂNGELA DA SILVA LEBID;APTO;DEFERIDO;COLIGAÇÃO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;Curitiba melhor;PSDB / PT do B;03/08/1967 00:00;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;SERVIDOR PÚBLICO ESTADUAL;SUPLENTE
CURITIBA;27700;ALEXANDRE FONSECA DE MELO;APTO;DEFERIDO;PARTIDO ISOLADO;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;PARTIDO ISOLADO;PSDC;06/03/1961 00:00;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;MILITAR REFORMADO;SUPLENTE
CURITIBA;14914;FABIOLA LUCI SOARES PINHEIRO;APTO;DEFERIDO;PARTIDO ISOLADO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;PARTIDO ISOLADO;PTB;28/02/1985 00:00;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA;SUPLENTE
